546,112,22,에_Josa 원인_Noun 위_Noun 야_Eomi 암_Noun 암_Noun 실제_Noun 사망원인_Noun 사망_Noun 세_Noun 이_Josa 한_Josa 정도_Noun 자살_Noun 자살_Noun 청소년_Noun 이외_Noun 해봐_Verb 고_Josa 교통사고_Noun 교통사고_Noun 까진_Josa 될_Verb 만_Noun 로_Josa 라고_Josa 랑_Josa 거_Noun 가_Josa
546,155,26,아니_Adjective 역시_Noun 감은_Verb 뒤_Noun 군_Noun 자살_Noun 장난_Noun 죄악_Noun
553,137,21,없어_Adjective 못_Noun 몸_Noun 을_Josa 우리_Noun 숨_Noun 쉰_Verb 서_Eomi 없이_Adverb 엔_Josa 질소_Noun 감지_Noun 그런_Adjective 니다_Eomi 고통_Noun 게_Noun 답_PreEomi
562,130,21,서_Eomi 을_Josa 은_Josa 에_Josa 스위스_Noun 벌어_Verb 하는_Verb 이야_Josa 조력_Noun 적당히_Adjective 자살_Noun 게_Noun 꿈_Noun 꿈_Noun 내_Noun 내_Noun 가서_Verb 돈_Noun
564,190,25,자살_Noun 해_Noun 내_PreEomi 긔_Noun 그만_Adverb 애_Noun 빼_Verb
571,64,21,산소_Noun 시_Noun 아_Exclamation 예쁜_Adjective 없이_Adverb 없이_Adverb 매직_Noun 변화_Noun 을_Josa 유발해_Verb 해_Noun 탄산_Noun 캐_Noun 흡입_Noun 자_Noun 자_Noun 의_Josa 저_Determiner 잘_Verb 주는_Verb 증_Noun 고통_Noun 들어_Verb 들이_Verb 들_Suffix 농도_Noun 란다_Eomi 가게_Noun 가스_Noun
571,75,21,산소_Noun 매직_Noun 예쁜_Adjective 없이_Adverb 없이_Adverb 을_Josa 유발해_Verb 변화_Noun 시_Noun 아_Exclamation 란다_Eomi 들이_Verb 들어_Verb 들_Suffix 고통_Noun 가스_Noun 가게_Noun 농도_Noun 해_Noun 저_Determiner 잘_Verb 탄산_Noun 캐_Noun 자_Noun 자_Noun 의_Josa 흡입_Noun 주는_Verb 증_Noun
571,128,21,변화_Noun 아_Exclamation 시_Noun 산소_Noun 매직_Noun 유발해_Verb 을_Josa 없이_Adverb 없이_Adverb 예쁜_Adjective 해_Noun 잘_Verb 저_Determiner 증_Noun 주는_Verb 탄산_Noun 캐_Noun 의_Josa 흡입_Noun 자_Noun 자_Noun 들이_Verb 들어_Verb 들_Suffix 고통_Noun 란다_Eomi 가스_Noun 가게_Noun 농도_Noun
571,138,21,해_Noun 저_Determiner 잘_Verb 의_Josa 자_Noun 자_Noun 증_Noun 주는_Verb 흡입_Noun 캐_Noun 탄산_Noun 들_Suffix 들이_Verb 들어_Verb 가게_Noun 가스_Noun 고통_Noun 란다_Eomi 농도_Noun 변화_Noun 을_Josa 유발해_Verb 없이_Adverb 없이_Adverb 예쁜_Adjective 시_Noun 아_Exclamation 매직_Noun 산소_Noun
571,150,21,들_Suffix 들어_Verb 들이_Verb 고통_Noun 가스_Noun 가게_Noun 농도_Noun 란다_Eomi 산소_Noun 을_Josa 유발해_Verb 아_Exclamation 시_Noun 없이_Adverb 없이_Adverb 예쁜_Adjective 변화_Noun 매직_Noun 해_Noun 저_Determiner 잘_Verb 자_Noun 자_Noun 의_Josa 주는_Verb 증_Noun 흡입_Noun 탄산_Noun 캐_Noun
571,159,21,농도_Noun 란다_Eomi 들_Suffix 들이_Verb 들어_Verb 고통_Noun 가스_Noun 가게_Noun 해_Noun 주는_Verb 증_Noun 탄산_Noun 캐_Noun 저_Determiner 잘_Verb 의_Josa 자_Noun 자_Noun 흡입_Noun 변화_Noun 예쁜_Adjective 없이_Adverb 없이_Adverb 산소_Noun 매직_Noun 을_Josa 유발해_Verb 아_Exclamation 시_Noun
572,23,21,농도_Noun 고통_Noun 가스_Noun 가게_Noun 들_Suffix 들어_Verb 들이_Verb 란다_Eomi 변화_Noun 예쁜_Adjective 없이_Adverb 없이_Adverb 매직_Noun 아_Exclamation 시_Noun 유발해_Verb 을_Josa 산소_Noun 해_Noun 흡입_Noun 의_Josa 자_Noun 자_Noun 탄산_Noun 캐_Noun 잘_Verb 저_Determiner 증_Noun 주는_Verb
572,36,21,해_Noun 잘_Verb 저_Determiner 탄산_Noun 캐_Noun 자_Noun 자_Noun 흡입_Noun 의_Josa 주는_Verb 증_Noun 변화_Noun 예쁜_Adjective 없이_Adverb 없이_Adverb 매직_Noun 유발해_Verb 을_Josa 산소_Noun 아_Exclamation 시_Noun 란다_Eomi 가게_Noun 가스_Noun 고통_Noun 농도_Noun 들이_Verb 들어_Verb 들_Suffix
572,42,21,산소_Noun 시_Noun 아_Exclamation 매직_Noun 을_Josa 유발해_Verb 변화_Noun 없이_Adverb 없이_Adverb 예쁜_Adjective 가스_Noun 가게_Noun 농도_Noun 란다_Eomi 들_Suffix 들이_Verb 들어_Verb 고통_Noun 해_Noun 캐_Noun 탄산_Noun 저_Determiner 잘_Verb 증_Noun 주는_Verb 의_Josa 흡입_Noun 자_Noun 자_Noun
572,48,21,가게_Noun 가스_Noun 들어_Verb 들_Suffix 들이_Verb 란다_Eomi 고통_Noun 농도_Noun 해_Noun 증_Noun 주는_Verb 자_Noun 자_Noun 저_Determiner 잘_Verb 흡입_Noun 캐_Noun 탄산_Noun 의_Josa 산소_Noun 을_Josa 유발해_Verb 변화_Noun 시_Noun 아_Exclamation 매직_Noun 예쁜_Adjective 없이_Adverb 없이_Adverb
572,58,21,란다_Eomi 농도_Noun 가스_Noun 가게_Noun 들이_Verb 들어_Verb 들_Suffix 고통_Noun 해_Noun 의_Josa 저_Determiner 잘_Verb 증_Noun 주는_Verb 탄산_Noun 캐_Noun 흡입_Noun 자_Noun 자_Noun 산소_Noun 을_Josa 유발해_Verb 변화_Noun 없이_Adverb 없이_Adverb 예쁜_Adjective 매직_Noun 시_Noun 아_Exclamation
572,77,21,변화_Noun 아_Exclamation 시_Noun 예쁜_Adjective 없이_Adverb 없이_Adverb 매직_Noun 을_Josa 유발해_Verb 산소_Noun 해_Noun 흡입_Noun 증_Noun 주는_Verb 자_Noun 자_Noun 캐_Noun 탄산_Noun 잘_Verb 저_Determiner 의_Josa 농도_Noun 가게_Noun 가스_Noun 란다_Eomi 들_Suffix 들이_Verb 들어_Verb 고통_Noun
572,108,21,산소_Noun 매직_Noun 시_Noun 아_Exclamation 예쁜_Adjective 없이_Adverb 없이_Adverb 유발해_Verb 을_Josa 변화_Noun 해_Noun 의_Josa 탄산_Noun 캐_Noun 저_Determiner 잘_Verb 흡입_Noun 주는_Verb 증_Noun 자_Noun 자_Noun 가스_Noun 가게_Noun 들_Suffix 들어_Verb 들이_Verb 고통_Noun 농도_Noun 란다_Eomi
572,133,21,변화_Noun 아_Exclamation 시_Noun 산소_Noun 없이_Adverb 없이_Adverb 예쁜_Adjective 매직_Noun 을_Josa 유발해_Verb 해_Noun 잘_Verb 저_Determiner 증_Noun 주는_Verb 의_Josa 탄산_Noun 캐_Noun 자_Noun 자_Noun 흡입_Noun 란다_Eomi 들어_Verb 들_Suffix 들이_Verb 농도_Noun 가게_Noun 가스_Noun 고통_Noun
572,200,21,고통_Noun 들어_Verb 들_Suffix 들이_Verb 농도_Noun 가스_Noun 가게_Noun 란다_Eomi 산소_Noun 없이_Adverb 없이_Adverb 예쁜_Adjective 아_Exclamation 시_Noun 매직_Noun 변화_Noun 을_Josa 유발해_Verb 해_Noun 저_Determiner 잘_Verb 자_Noun 자_Noun 탄산_Noun 캐_Noun 흡입_Noun 증_Noun 주는_Verb 의_Josa
573,9,25,님_Suffix 그만_Adverb 요_Josa 해_Noun 자살_Noun 후배_Noun
573,16,21,농도_Noun 들어_Verb 들이_Verb 들_Suffix 란다_Eomi 고통_Noun 가스_Noun 가게_Noun 변화_Noun 유발해_Verb 을_Josa 매직_Noun 아_Exclamation 시_Noun 산소_Noun 예쁜_Adjective 없이_Adverb 없이_Adverb 해_Noun 의_Josa 캐_Noun 탄산_Noun 저_Determiner 잘_Verb 흡입_Noun 주는_Verb 증_Noun 자_Noun 자_Noun
573,37,21,변화_Noun 을_Josa 유발해_Verb 없이_Adverb 없이_Adverb 예쁜_Adjective 시_Noun 아_Exclamation 산소_Noun 매직_Noun 해_Noun 캐_Noun 탄산_Noun 의_Josa 주는_Verb 증_Noun 흡입_Noun 잘_Verb 저_Determiner 자_Noun 자_Noun 란다_Eomi 농도_Noun 들_Suffix 들어_Verb 들이_Verb 고통_Noun 가게_Noun 가스_Noun
573,45,16,다_Eomi 당한_Noun 가_Josa 가입하게_Verb 를_Josa 높던_Adjective 나름_Noun 된_Verb 뒤_Noun 삶_Noun 을_Josa 염산_Noun 였_Verb 에_Josa 의욕_Noun 의_Josa 코스_Noun 테러_Noun 카페_Noun 자살_Noun 잃고_Verb 인지도_Noun 지만_Eomi 플레이어_Noun
573,114,21,해_Noun 주는_Verb 증_Noun 의_Josa 캐_Noun 탄산_Noun 자_Noun 자_Noun 잘_Verb 저_Determiner 흡입_Noun 변화_Noun 을_Josa 유발해_Verb 매직_Noun 없이_Adverb 없이_Adverb 예쁜_Adjective 시_Noun 아_Exclamation 산소_Noun 고통_Noun 란다_Eomi 들_Suffix 들이_Verb 들어_Verb 가스_Noun 가게_Noun 농도_Noun
574,154,21,해_Noun 저_Determiner 잘_Verb 탄산_Noun 캐_Noun 흡입_Noun 증_Noun 주는_Verb 의_Josa 자_Noun 자_Noun 란다_Eomi 가게_Noun 가스_Noun 농도_Noun 들이_Verb 들어_Verb 들_Suffix 고통_Noun 산소_Noun 매직_Noun 변화_Noun 시_Noun 아_Exclamation 유발해_Verb 을_Josa 예쁜_Adjective 없이_Adverb 없이_Adverb
574,169,21,해_Noun 저_Determiner 잘_Verb 자_Noun 자_Noun 증_Noun 주는_Verb 캐_Noun 탄산_Noun 흡입_Noun 의_Josa 농도_Noun 란다_Eomi 들이_Verb 들_Suffix 들어_Verb 가스_Noun 가게_Noun 고통_Noun 변화_Noun 을_Josa 유발해_Verb 아_Exclamation 시_Noun 매직_Noun 산소_Noun 예쁜_Adjective 없이_Adverb 없이_Adverb
575,106,21,들이_Verb 들_Suffix 들어_Verb 가게_Noun 가스_Noun 란다_Eomi 고통_Noun 농도_Noun 해_Noun 흡입_Noun 주는_Verb 증_Noun 자_Noun 자_Noun 저_Determiner 잘_Verb 의_Josa 캐_Noun 탄산_Noun 산소_Noun 예쁜_Adjective 없이_Adverb 없이_Adverb 매직_Noun 을_Josa 유발해_Verb 변화_Noun 시_Noun 아_Exclamation
576,7,21,고통_Noun 가스_Noun 가게_Noun 들_Suffix 들이_Verb 들어_Verb 농도_Noun 란다_Eomi 변화_Noun 시_Noun 아_Exclamation 예쁜_Adjective 없이_Adverb 없이_Adverb 유발해_Verb 을_Josa 산소_Noun 매직_Noun 해_Noun 흡입_Noun 자_Noun 자_Noun 탄산_Noun 캐_Noun 의_Josa 주는_Verb 증_Noun 저_Determiner 잘_Verb
576,16,21,변화_Noun 없이_Adverb 없이_Adverb 예쁜_Adjective 산소_Noun 을_Josa 유발해_Verb 아_Exclamation 시_Noun 매직_Noun 해_Noun 캐_Noun 탄산_Noun 자_Noun 자_Noun 의_Josa 잘_Verb 저_Determiner 주는_Verb 증_Noun 흡입_Noun 고통_Noun 란다_Eomi 가게_Noun 가스_Noun 농도_Noun 들어_Verb 들_Suffix 들이_Verb
576,39,21,변화_Noun 유발해_Verb 을_Josa 산소_Noun 없이_Adverb 없이_Adverb 예쁜_Adjective 아_Exclamation 시_Noun 매직_Noun 해_Noun 캐_Noun 탄산_Noun 저_Determiner 잘_Verb 의_Josa 자_Noun 자_Noun 주는_Verb 증_Noun 흡입_Noun 가게_Noun 가스_Noun 란다_Eomi 농도_Noun 고통_Noun 들이_Verb 들_Suffix 들어_Verb
576,163,21,해_Noun 잘_Verb 저_Determiner 탄산_Noun 캐_Noun 자_Noun 자_Noun 흡입_Noun 의_Josa 주는_Verb 증_Noun 산소_Noun 예쁜_Adjective 없이_Adverb 없이_Adverb 아_Exclamation 시_Noun 유발해_Verb 을_Josa 매직_Noun 변화_Noun 가스_Noun 가게_Noun 고통_Noun 란다_Eomi 들_Suffix 들이_Verb 들어_Verb 농도_Noun
577,85,21,산소_Noun 없이_Adverb 없이_Adverb 예쁜_Adjective 매직_Noun 을_Josa 유발해_Verb 시_Noun 아_Exclamation 변화_Noun 해_Noun 잘_Verb 저_Determiner 증_Noun 주는_Verb 탄산_Noun 캐_Noun 자_Noun 자_Noun 의_Josa 흡입_Noun 가스_Noun 가게_Noun 고통_Noun 들이_Verb 들어_Verb 들_Suffix 란다_Eomi 농도_Noun
581,5,21,농도_Noun 들_Suffix 들이_Verb 들어_Verb 가스_Noun 가게_Noun 고통_Noun 란다_Eomi 산소_Noun 매직_Noun 을_Josa 유발해_Verb 시_Noun 아_Exclamation 없이_Adverb 없이_Adverb 예쁜_Adjective 변화_Noun 해_Noun 저_Determiner 잘_Verb 캐_Noun 탄산_Noun 주는_Verb 증_Noun 자_Noun 자_Noun 흡입_Noun 의_Josa
602,124,26,다쳐_Verb 계_Suffix 나요_Eomi 는_Josa 못_Noun 예능_Noun 야_Eomi 않_Verb 솔직히_Adjective 서_Eomi 줘_Verb 쯤_Suffix 히_Adverb 절망_Noun 자살_Noun 하지_Verb 피아노_Noun 하고_Josa 해_Noun 치고_Josa 카루_Noun 팔_Noun 처럼_Josa
606,127,19,문상_Noun 안_Noun 얘기_Noun 약식_Noun 원고_Noun 으로_Josa 으로_Josa 유서_Noun 은_Josa 은_Josa 은_Josa 에_Josa 영면_Noun 에게_Josa 에서_Josa 시신_Noun 서_Eomi 세_Noun 살_Verb 사인_Noun 뿌림_Verb 번_Noun 자살_Noun 절차_Noun 음독_Noun 이_Noun 출판사_Noun 편지_Noun 초상_Noun 초희_Noun 직원_Noun 직후_Noun 지켜_Verb 쯤_Noun 집_Noun 해서_Josa 화장_Noun 한_Verb 함께_Adverb 객_Noun 강_Noun 가_Josa 던_Eomi 그냥_Noun 고_Eomi 만_Josa 를_Noun 를_Josa 마지막_Noun 마친_Verb 남기는_Verb 두고_Verb 들이_Verb 듯_Noun
610,82,26,자살해도_Verb 지금_Noun 인_Noun 이_PreEomi 을_Eomi 셍_Noun 션_Noun 서_Eomi 사는_Verb 없어_Adjective 스페셜_Noun 못_Noun 에디_Noun 것_Noun 괜찮_Adjective 도_Josa 돈_Noun 네요_Eomi 느낌_Verb 같은_Adjective
617,136,16,국_Noun 마셔_Verb 마지막_Noun 로_Eomi 만나서_Verb 만난_Noun 동반_Noun 라_Josa 라_Josa 달리_Noun 다_Adverb 날_Noun 십_Noun 으로_Josa 에서_Josa 부어_Noun 뷔_Noun 보고_Noun 하기_Verb 한_Verb 카페_Noun 정모_Noun 해서_Verb 자살_Noun 자살_Noun 자고_Noun
618,188,16,해_Noun 하고_Josa 좋_Adjective 죠_Eomi 출발_Noun 탈퇴_Noun 카페_Noun 형_Noun 자살_Noun 요_Josa 우리_Noun 새_Noun
622,66,20,관한_Verb 남녀_Noun 이슈_Noun 자살_Noun 자살_Noun 명_Noun 모아_Verb 앱_Noun 보기_Noun 실패_Noun 시도_Noun 에_Josa
622,192,21,자살_Noun 할_Verb 할_Verb 텐데_Eomi 텐데_Eomi 파워_Noun 이_Josa 이_Josa 집중해서_Verb 진자_Noun 저렇게_Adverb 조금_Noun 자야_Verb 이라도_Josa 있다_Adjective 있었_Adjective 수_Noun 을_Josa 을_Eomi 업다_Verb 손쉽_Adjective 새기_Verb 빠른_Adjective 빨리_Adverb 빨리_Adverb 에_Josa 면_Eomi 링_Noun 고_Eomi 나_Noun 끝낸_Verb 나도_Verb 답_Noun 담_Noun
624,50,16,카페_Noun 해서_Verb 자고_Noun 자살_Noun 자살_Noun 정모_Noun 한_Verb 하기_Verb 으로_Josa 보고_Noun 뷔_Noun 부어_Noun 십_Noun 에서_Josa 마지막_Noun 마셔_Verb 만나서_Verb 만난_Noun 로_Eomi 날_Noun 동반_Noun 라_Josa 라_Josa 국_Noun 달리_Noun 다_Adverb
635,7,16,도운_Noun 가_Josa 가입할_Verb 에_Josa 새끼_Noun 일이_Noun 있_Adjective 카페_Noun 을까_Eomi 자살_Noun
643,93,19,해결_Noun 해결_Noun 해_Noun 의지_Noun 자살_Noun 자살_Noun 자살_Noun 자_Suffix 준비_Noun 죽_Noun 지만_Josa 좀_Noun 통로_Noun 책_Noun 책_Noun 정말_Noun 입_Noun 있는_Adjective 있는_Adjective 이건_Noun 이건_Noun 게_Eomi 고_Eomi 고_Josa 것_Noun 고통스럽_Adjective 만_Josa 만_Josa 만들어_Verb 만이_Josa 를_Josa 를_Josa 맘_Noun 달_Noun 대한_Noun 데_Eomi 다_Eomi 가_Josa 가볍_Adjective 같_Adjective 거_Noun 개탄_Noun 내_Noun 놓는_Verb 놓는_Verb 농약_Noun 넘_Verb 그런_Adjective 든_Josa 때_Noun 딱히_Adjective 듯_Noun 도_Josa 언제_Noun 없고_Adjective 에_Josa 에_Josa 미래_Noun 미래_Noun 면_Eomi 먹으_Verb 번_Noun 살_Noun 살_Noun 생각하면_Verb 은_Josa 을_Josa 을_Eomi
643,109,19,에_Josa 에_Josa 언제_Noun 없고_Adjective 은_Josa 을_Eomi 살_Noun 살_Noun 생각하면_Verb 번_Noun 미래_Noun 미래_Noun 의지_Noun 정말_Noun 책_Noun 책_Noun 통로_Noun 자살_Noun 자살_Noun 자살_Noun 자_Suffix 이건_Noun 이건_Noun 있는_Adjective 있는_Adjective 입_Noun 해결_Noun 해결_Noun 지만_Josa 좀_Noun 달_Noun 대한_Noun 데_Eomi 가볍_Adjective 가_Josa 같_Adjective 거_Noun 개탄_Noun 게_Eomi 것_Noun 고통스럽_Adjective 고_Eomi 고_Josa 그런_Adjective 만이_Josa 만_Josa 만들어_Verb 를_Josa 넘_Verb 농약_Noun 놓는_Verb 내_Noun 듯_Noun 딱히_Adjective 때_Noun 도_Josa
643,168,25,하고_Josa 해_Noun 주_Noun 저희_Noun 자살_Noun 거의_Noun 개월_Noun 겨울방학_Noun 그만_Adverb 근데_Adverb 욬_Noun 여름방학_Noun
644,72,19,된_Verb 몇_Noun 번_Noun 시도_Noun 이고_Josa 음독_Noun 자살_Noun
651,165,19 19,음독_Noun 자살_Noun 재단_Noun 돌파_Noun 공헌_Noun 만_Noun 농약_Noun 개_Suffix 보관함_Verb 보급_Noun 생명보험_Noun 사회_Noun 예방_Noun 위한_Verb 안전_Noun
656,183,21,니르_Noun 다_Josa 데_Eomi 데_Eomi 렛_Noun 로_Josa 맞_Verb 걘_Noun 걔_Noun 같이_Josa 들_Suffix 도_Josa 도_Josa 도_Josa 라_Josa 기_Noun 궁_Noun 구_Noun 고_Eomi 타_Noun 탐_Verb 최_Noun 자살_Noun 할_Verb 줄_Noun 줄_Noun 지_Verb 지_Verb 이에요_Josa 작_Noun 작_Noun 햇_Noun 을_Eomi 요_Josa 우리_Noun 우리_Noun 우마_Noun 아는_Verb 아는_Verb 열심히_Adverb 베일_Noun 빠른_Adjective 블_Noun 손쉽_Adjective 사람_Noun 살_Noun 생_Noun
671,40,28,은_Josa 방법_Noun 뿐_Suffix 자살_Noun
672,57,25,입니_Adjective 잘못된_Verb 선택_Noun 다_Eomi
683,176,23,급_Suffix 금감원_Noun 교보_Noun 검사_Noun 부터_Josa 보험금_Noun 삼성_Noun 생명_Noun 미지_Noun 자살_Noun 일_Noun 현장_Noun
684,15,23,검사_Noun 교보_Noun 금감원_Noun 급_Suffix 자살_Noun 현장_Noun 일_Noun 미지_Noun 부터_Josa 보험금_Noun 삼성_Noun 생명_Noun
684,65,23,급_Suffix 금감원_Noun 교보_Noun 검사_Noun 현장_Noun 일_Noun 자살_Noun 미지_Noun 보험금_Noun 부터_Josa 삼성_Noun 생명_Noun
684,112,23,자살_Noun 현장_Noun 일_Noun 삼성_Noun 생명_Noun 보험금_Noun 부터_Josa 미지_Noun 금감원_Noun 급_Suffix 교보_Noun 검사_Noun
684,172,23,미지_Noun 부터_Josa 보험금_Noun 삼성_Noun 생명_Noun 자살_Noun 일_Noun 현장_Noun 급_Suffix 금감원_Noun 교보_Noun 검사_Noun
691,11,28,답_Noun 무상_Noun 인생_Noun 자살_Noun
694,105,19,다는_Eomi 를_Josa 농약_Noun 니다_Eomi 기사_Noun 소개합_Verb 사업_Noun 생명보험_Noun 실시하였_Verb 안전_Noun 예방_Noun 에서_Josa 위한_Verb 을_Josa 을_Josa 보관함_Verb 보급_Noun 재단_Noun 자살_Noun
701,109,28,못_Noun 서울_Noun 안_Noun 자살_Noun 데_Eomi 당분간_Noun 답_Noun 가는_Verb
703,24,20,다_Eomi 다_Adverb 진짜_Noun 자살_Noun 정말로_Adverb 이번_Noun 어렵_Adjective 시험_Noun 범위_Noun
704,12,19,미_Adjective 깨물_Verb 는_Eomi 고_Eomi 루시_Noun 자살_Noun 지랄_Noun 추천_Noun 혀_Noun
705,67,21 21,게_Eomi 고통_Noun 도_Josa 늘_Noun 까_Verb 다_Eomi 대한_Noun 번_Noun 수_Noun 어떻_Adjective 없이_Adverb 에_Eomi 외로_Noun 했_Verb 있_Adjective 자살_Noun 토론_Noun 할_Verb 하면_Verb
720,87,16,카페_Noun 자살_Noun 주세_Verb 좀_Noun 해_Noun 요_Eomi 공유_Noun
740,135,19,아파트_Noun 쌍둥이_Noun 서_Josa 자살_Noun 투신_Noun 형제_Noun 대_Verb
743,21,23,보험금_Noun 삼성_Noun 생명_Noun 교보_Noun 검사_Noun 뉴스_Noun 거부_Noun 금감원_Noun 다음_Noun 자살_Noun 지급_Noun 현장_Noun
743,101,19 19,투신_Noun 자살_Noun 대전_Noun 계룡로_Noun 아파트_Noun 소동_Noun 서_Josa 옥상_Noun
744,147,23,보험금_Noun 생명_Noun 삼성_Noun 다음_Noun 교보_Noun 검사_Noun 거부_Noun 뉴스_Noun 금감원_Noun 현장_Noun 지급_Noun 자살_Noun
744,155,25,욬_Noun 그만_Adverb 자살_Noun 해_Noun
749,59,16,여서_Josa 으로_Josa 으로_Josa 모_Noun 면접_Noun 뮤_Noun 대교_Noun 들_Suffix 뛰_Verb 를_Josa 를_Josa 를_Josa 마포_Noun 마지막_Noun 로_Josa 만_Noun 만들_Verb 그리고_Conjunction 고_Eomi 의_Josa 자살_Noun 자살_Noun 자_Eomi 진짜_Noun 향자_Noun 정모_Noun 커뮤_Noun 카페_Noun 커_Verb
749,60,16,커_Verb 카페_Noun 자살_Noun 좋_Adjective 뮤_Noun 다_Eomi
749,61,16,대교_Noun 뛰_Verb 들_Suffix 고_Eomi 만들_Verb 만_Noun 를_Josa 를_Josa 를_Josa 마지막_Noun 마포_Noun 로_Josa 그리고_Conjunction 진짜_Noun 의_Josa 카페_Noun 커뮤_Noun 커_Verb 정모_Noun 자살_Noun 자살_Noun 자_Eomi 향자_Noun 뮤_Noun 모_Noun 면접_Noun 여서_Josa 으로_Josa 으로_Josa
749,65,16,뮤_Noun 다_Eomi 좋_Adjective 자살_Noun 커_Verb 카페_Noun
754,210,25,고_Eomi 글_Noun 그만_Adverb 애_Noun 써_Verb 시키_Verb 요_Eomi 자살_Noun 이나_Josa
758,9,23,삼성_Noun 생명_Noun 보험금_Noun 지급_Noun 현장_Noun 자살_Noun 다음_Noun 거부_Noun 교보_Noun 검사_Noun 금감원_Noun 뉴스_Noun
761,105,21,알아보고_Verb 않기_Verb 않는_Verb 야_Eomi 방법_Noun 병_Noun 병원_Noun 아_Exclamation 신세_Noun 아_Josa 스위스_Noun 오래_Noun 에_Josa 에_Josa 에게도_Josa 무_Noun 면서도_Eomi 을_Josa 을_Eomi 위해_Noun 소박한_Adjective 삶_Noun 살_Noun 샤리_Noun 니까_Eomi 그런_Adjective 공부_Noun 고민하고_Verb 걸리_Verb 것_Noun 다_Eomi 단순하고_Adjective 단_Noun 대해_Noun 들_Verb 로_Noun 를_Josa 를_Josa 지_Eomi 주지_Noun 피해_Noun 푸드_Noun 하_PreEomi 한_Verb 하는_Verb 자살_Noun 자살_Noun 있으_Adjective 일단_Noun 추구_Verb 져_Verb 조력_Noun
